	Cell type	Assay	Treatment	Assay type	Source	
1738	Rectal_Smooth_Muscle	H3K27me3		Histone	Roadmap Epigenomics	E103-H3K27me3.narrowPeak.gz
1739	Rectal_Smooth_Muscle	H3K36me3		Histone	Roadmap Epigenomics	E103-H3K36me3.narrowPeak.gz
1740	Rectal_Smooth_Muscle	H3K4me1		Histone	Roadmap Epigenomics	E103-H3K4me1.narrowPeak.gz
1741	Rectal_Smooth_Muscle	H3K4me3		Histone	Roadmap Epigenomics	E103-H3K4me3.narrowPeak.gz
1742	Rectal_Smooth_Muscle	H3K9ac		Histone	Roadmap Epigenomics	E103-H3K9ac.narrowPeak.gz
1743	Rectal_Smooth_Muscle	H3K9me3		Histone	Roadmap Epigenomics	E103-H3K9me3.narrowPeak.gz
1744	Right_Atrium	H3K27ac		Histone	Roadmap Epigenomics	E104-H3K27ac.narrowPeak.gz
1745	Right_Atrium	H3K27me3		Histone	Roadmap Epigenomics	E104-H3K27me3.narrowPeak.gz
1746	Right_Atrium	H3K36me3		Histone	Roadmap Epigenomics	E104-H3K36me3.narrowPeak.gz
1747	Right_Atrium	H3K4me1		Histone	Roadmap Epigenomics	E104-H3K4me1.narrowPeak.gz
1748	Right_Atrium	H3K4me3		Histone	Roadmap Epigenomics	E104-H3K4me3.narrowPeak.gz
1749	Right_Atrium	H3K9me3		Histone	Roadmap Epigenomics	E104-H3K9me3.narrowPeak.gz
1750	Right_Ventricle	H3K27ac		Histone	Roadmap Epigenomics	E105-H3K27ac.narrowPeak.gz
1751	Right_Ventricle	H3K27me3		Histone	Roadmap Epigenomics	E105-H3K27me3.narrowPeak.gz
1752	Right_Ventricle	H3K36me3		Histone	Roadmap Epigenomics	E105-H3K36me3.narrowPeak.gz
1753	Right_Ventricle	H3K4me1		Histone	Roadmap Epigenomics	E105-H3K4me1.narrowPeak.gz
1754	Right_Ventricle	H3K4me3		Histone	Roadmap Epigenomics	E105-H3K4me3.narrowPeak.gz
1755	Right_Ventricle	H3K9me3		Histone	Roadmap Epigenomics	E105-H3K9me3.narrowPeak.gz
1756	Sigmoid_Colon	H3K27ac		Histone	Roadmap Epigenomics	E106-H3K27ac.narrowPeak.gz
1757	Sigmoid_Colon	H3K27me3		Histone	Roadmap Epigenomics	E106-H3K27me3.narrowPeak.gz
1758	Sigmoid_Colon	H3K36me3		Histone	Roadmap Epigenomics	E106-H3K36me3.narrowPeak.gz
1759	Sigmoid_Colon	H3K4me1		Histone	Roadmap Epigenomics	E106-H3K4me1.narrowPeak.gz
1760	Sigmoid_Colon	H3K4me3		Histone	Roadmap Epigenomics	E106-H3K4me3.narrowPeak.gz
1761	Sigmoid_Colon	H3K9me3		Histone	Roadmap Epigenomics	E106-H3K9me3.narrowPeak.gz
1762	Skeletal_Muscle_Male	H3K27me3		Histone	Roadmap Epigenomics	E107-H3K27me3.narrowPeak.gz
1763	Skeletal_Muscle_Male	H3K36me3		Histone	Roadmap Epigenomics	E107-H3K36me3.narrowPeak.gz
1764	Skeletal_Muscle_Male	H3K4me1		Histone	Roadmap Epigenomics	E107-H3K4me1.narrowPeak.gz
1765	Skeletal_Muscle_Male	H3K4me3		Histone	Roadmap Epigenomics	E107-H3K4me3.narrowPeak.gz
1766	Skeletal_Muscle_Male	H3K9ac		Histone	Roadmap Epigenomics	E107-H3K9ac.narrowPeak.gz
1767	Skeletal_Muscle_Male	H3K9me3		Histone	Roadmap Epigenomics	E107-H3K9me3.narrowPeak.gz
1768	Skeletal_Muscle_Female	H3K27ac		Histone	Roadmap Epigenomics	E108-H3K27ac.narrowPeak.gz
1769	Skeletal_Muscle_Female	H3K27me3		Histone	Roadmap Epigenomics	E108-H3K27me3.narrowPeak.gz
1770	Skeletal_Muscle_Female	H3K36me3		Histone	Roadmap Epigenomics	E108-H3K36me3.narrowPeak.gz
1771	Skeletal_Muscle_Female	H3K4me1		Histone	Roadmap Epigenomics	E108-H3K4me1.narrowPeak.gz
1772	Skeletal_Muscle_Female	H3K4me3		Histone	Roadmap Epigenomics	E108-H3K4me3.narrowPeak.gz
1773	Skeletal_Muscle_Female	H3K9ac		Histone	Roadmap Epigenomics	E108-H3K9ac.narrowPeak.gz
1774	Skeletal_Muscle_Female	H3K9me3		Histone	Roadmap Epigenomics	E108-H3K9me3.narrowPeak.gz
1775	Small_Intestine	DNase.all.peaks		DNase	Roadmap Epigenomics	E109-DNase.all.peaks.bed.gz
1776	Small_Intestine	DNase.fdr0.01.hot		DNase	Roadmap Epigenomics	E109-DNase.fdr0.01.hot.bed.gz
1777	Small_Intestine	DNase.fdr0.01.peaks		DNase	Roadmap Epigenomics	E109-DNase.fdr0.01.peaks.bed.gz
1778	Small_Intestine	DNase.hot		DNase	Roadmap Epigenomics	E109-DNase.hot.bed.gz
1779	Small_Intestine	DNase		DNase	Roadmap Epigenomics	E109-DNase.narrowPeak.gz
1780	Small_Intestine	H3K27ac		Histone	Roadmap Epigenomics	E109-H3K27ac.narrowPeak.gz
1781	Small_Intestine	H3K27me3		Histone	Roadmap Epigenomics	E109-H3K27me3.narrowPeak.gz
1782	Small_Intestine	H3K36me3		Histone	Roadmap Epigenomics	E109-H3K36me3.narrowPeak.gz
1783	Small_Intestine	H3K4me1		Histone	Roadmap Epigenomics	E109-H3K4me1.narrowPeak.gz
1784	Small_Intestine	H3K4me3		Histone	Roadmap Epigenomics	E109-H3K4me3.narrowPeak.gz
1785	Small_Intestine	H3K9me3		Histone	Roadmap Epigenomics	E109-H3K9me3.narrowPeak.gz
1786	Stomach_Mucosa	H3K27me3		Histone	Roadmap Epigenomics	E110-H3K27me3.narrowPeak.gz
1787	Stomach_Mucosa	H3K36me3		Histone	Roadmap Epigenomics	E110-H3K36me3.narrowPeak.gz
1788	Stomach_Mucosa	H3K4me1		Histone	Roadmap Epigenomics	E110-H3K4me1.narrowPeak.gz
1789	Stomach_Mucosa	H3K4me3		Histone	Roadmap Epigenomics	E110-H3K4me3.narrowPeak.gz
1790	Stomach_Mucosa	H3K9ac		Histone	Roadmap Epigenomics	E110-H3K9ac.narrowPeak.gz
1791	Stomach_Mucosa	H3K9me3		Histone	Roadmap Epigenomics	E110-H3K9me3.narrowPeak.gz
1792	Stomach_Smooth_Muscle	H3K27ac		Histone	Roadmap Epigenomics	E111-H3K27ac.narrowPeak.gz
1793	Stomach_Smooth_Muscle	H3K27me3		Histone	Roadmap Epigenomics	E111-H3K27me3.narrowPeak.gz
1794	Stomach_Smooth_Muscle	H3K36me3		Histone	Roadmap Epigenomics	E111-H3K36me3.narrowPeak.gz
1795	Stomach_Smooth_Muscle	H3K4me1		Histone	Roadmap Epigenomics	E111-H3K4me1.narrowPeak.gz
1796	Stomach_Smooth_Muscle	H3K4me3		Histone	Roadmap Epigenomics	E111-H3K4me3.narrowPeak.gz
1797	Stomach_Smooth_Muscle	H3K9ac		Histone	Roadmap Epigenomics	E111-H3K9ac.narrowPeak.gz
1798	Stomach_Smooth_Muscle	H3K9me3		Histone	Roadmap Epigenomics	E111-H3K9me3.narrowPeak.gz
1799	Thymus	H3K27ac		Histone	Roadmap Epigenomics	E112-H3K27ac.narrowPeak.gz
1800	Thymus	H3K27me3		Histone	Roadmap Epigenomics	E112-H3K27me3.narrowPeak.gz
1801	Thymus	H3K36me3		Histone	Roadmap Epigenomics	E112-H3K36me3.narrowPeak.gz
1802	Thymus	H3K4me1		Histone	Roadmap Epigenomics	E112-H3K4me1.narrowPeak.gz
1803	Thymus	H3K4me3		Histone	Roadmap Epigenomics	E112-H3K4me3.narrowPeak.gz
1804	Thymus	H3K9me3		Histone	Roadmap Epigenomics	E112-H3K9me3.narrowPeak.gz
1805	Spleen	H3K27ac		Histone	Roadmap Epigenomics	E113-H3K27ac.narrowPeak.gz
1806	Spleen	H3K27me3		Histone	Roadmap Epigenomics	E113-H3K27me3.narrowPeak.gz
1807	Spleen	H3K36me3		Histone	Roadmap Epigenomics	E113-H3K36me3.narrowPeak.gz
1808	Spleen	H3K4me1		Histone	Roadmap Epigenomics	E113-H3K4me1.narrowPeak.gz
1809	Spleen	H3K4me3		Histone	Roadmap Epigenomics	E113-H3K4me3.narrowPeak.gz
1810	Spleen	H3K9me3		Histone	Roadmap Epigenomics	E113-H3K9me3.narrowPeak.gz
1811	A549_EtOH_0.02pct_Lung_Carcinoma	DNase		DNase	Roadmap Epigenomics	E114-DNase.narrowPeak.gz
1812	A549_EtOH_0.02pct_Lung_Carcinoma	H2A.Z		Histone	Roadmap Epigenomics	E114-H2A.Z.narrowPeak.gz
1813	A549_EtOH_0.02pct_Lung_Carcinoma	H3K27ac		Histone	Roadmap Epigenomics	E114-H3K27ac.narrowPeak.gz
1814	A549_EtOH_0.02pct_Lung_Carcinoma	H3K27me3		Histone	Roadmap Epigenomics	E114-H3K27me3.narrowPeak.gz
1815	A549_EtOH_0.02pct_Lung_Carcinoma	H3K36me3		Histone	Roadmap Epigenomics	E114-H3K36me3.narrowPeak.gz
1816	A549_EtOH_0.02pct_Lung_Carcinoma	H3K4me1		Histone	Roadmap Epigenomics	E114-H3K4me1.narrowPeak.gz
1817	A549_EtOH_0.02pct_Lung_Carcinoma	H3K4me2		Histone	Roadmap Epigenomics	E114-H3K4me2.narrowPeak.gz
1818	A549_EtOH_0.02pct_Lung_Carcinoma	H3K4me3		Histone	Roadmap Epigenomics	E114-H3K4me3.narrowPeak.gz
1819	A549_EtOH_0.02pct_Lung_Carcinoma	H3K79me2		Histone	Roadmap Epigenomics	E114-H3K79me2.narrowPeak.gz
1820	A549_EtOH_0.02pct_Lung_Carcinoma	H3K9ac		Histone	Roadmap Epigenomics	E114-H3K9ac.narrowPeak.gz
1821	A549_EtOH_0.02pct_Lung_Carcinoma	H3K9me3		Histone	Roadmap Epigenomics	E114-H3K9me3.narrowPeak.gz
1822	A549_EtOH_0.02pct_Lung_Carcinoma	H4K20me1		Histone	Roadmap Epigenomics	E114-H4K20me1.narrowPeak.gz
1823	Dnd41_TCell_Leukemia	H2A.Z		Histone	Roadmap Epigenomics	E115-H2A.Z.narrowPeak.gz
1824	Dnd41_TCell_Leukemia	H3K27ac		Histone	Roadmap Epigenomics	E115-H3K27ac.narrowPeak.gz
1825	Dnd41_TCell_Leukemia	H3K27me3		Histone	Roadmap Epigenomics	E115-H3K27me3.narrowPeak.gz
1826	Dnd41_TCell_Leukemia	H3K36me3		Histone	Roadmap Epigenomics	E115-H3K36me3.narrowPeak.gz
1827	Dnd41_TCell_Leukemia	H3K4me1		Histone	Roadmap Epigenomics	E115-H3K4me1.narrowPeak.gz
1828	Dnd41_TCell_Leukemia	H3K4me2		Histone	Roadmap Epigenomics	E115-H3K4me2.narrowPeak.gz
1829	Dnd41_TCell_Leukemia	H3K4me3		Histone	Roadmap Epigenomics	E115-H3K4me3.narrowPeak.gz
1830	Dnd41_TCell_Leukemia	H3K79me2		Histone	Roadmap Epigenomics	E115-H3K79me2.narrowPeak.gz
1831	Dnd41_TCell_Leukemia	H3K9ac		Histone	Roadmap Epigenomics	E115-H3K9ac.narrowPeak.gz
1832	Dnd41_TCell_Leukemia	H3K9me3		Histone	Roadmap Epigenomics	E115-H3K9me3.narrowPeak.gz
1833	Dnd41_TCell_Leukemia	H4K20me1		Histone	Roadmap Epigenomics	E115-H4K20me1.narrowPeak.gz
1834	GM12878_Lymphoblastoid	DNase		DNase	Roadmap Epigenomics	E116-DNase.narrowPeak.gz
1835	GM12878_Lymphoblastoid	H2A.Z		Histone	Roadmap Epigenomics	E116-H2A.Z.narrowPeak.gz
1836	GM12878_Lymphoblastoid	H3K27ac		Histone	Roadmap Epigenomics	E116-H3K27ac.narrowPeak.gz
1837	GM12878_Lymphoblastoid	H3K27me3		Histone	Roadmap Epigenomics	E116-H3K27me3.narrowPeak.gz
1838	GM12878_Lymphoblastoid	H3K36me3		Histone	Roadmap Epigenomics	E116-H3K36me3.narrowPeak.gz
1839	GM12878_Lymphoblastoid	H3K4me1		Histone	Roadmap Epigenomics	E116-H3K4me1.narrowPeak.gz
1840	GM12878_Lymphoblastoid	H3K4me2		Histone	Roadmap Epigenomics	E116-H3K4me2.narrowPeak.gz
1841	GM12878_Lymphoblastoid	H3K4me3		Histone	Roadmap Epigenomics	E116-H3K4me3.narrowPeak.gz
1842	GM12878_Lymphoblastoid	H3K79me2		Histone	Roadmap Epigenomics	E116-H3K79me2.narrowPeak.gz
1843	GM12878_Lymphoblastoid	H3K9ac		Histone	Roadmap Epigenomics	E116-H3K9ac.narrowPeak.gz
1844	GM12878_Lymphoblastoid	H3K9me3		Histone	Roadmap Epigenomics	E116-H3K9me3.narrowPeak.gz
1845	GM12878_Lymphoblastoid	H4K20me1		Histone	Roadmap Epigenomics	E116-H4K20me1.narrowPeak.gz
1846	HeLa	DNase		DNase	Roadmap Epigenomics	E117-DNase.narrowPeak.gz
1847	HeLa	H2A.Z		Histone	Roadmap Epigenomics	E117-H2A.Z.narrowPeak.gz
1848	HeLa	H3K27ac		Histone	Roadmap Epigenomics	E117-H3K27ac.narrowPeak.gz
1849	HeLa	H3K27me3		Histone	Roadmap Epigenomics	E117-H3K27me3.narrowPeak.gz
1850	HeLa	H3K36me3		Histone	Roadmap Epigenomics	E117-H3K36me3.narrowPeak.gz
1851	HeLa	H3K4me1		Histone	Roadmap Epigenomics	E117-H3K4me1.narrowPeak.gz
1852	HeLa	H3K4me2		Histone	Roadmap Epigenomics	E117-H3K4me2.narrowPeak.gz
1853	HeLa	H3K4me3		Histone	Roadmap Epigenomics	E117-H3K4me3.narrowPeak.gz
1854	HeLa	H3K79me2		Histone	Roadmap Epigenomics	E117-H3K79me2.narrowPeak.gz
1855	HeLa	H3K9ac		Histone	Roadmap Epigenomics	E117-H3K9ac.narrowPeak.gz
1856	HeLa	H3K9me3		Histone	Roadmap Epigenomics	E117-H3K9me3.narrowPeak.gz
1857	HeLa	H4K20me1		Histone	Roadmap Epigenomics	E117-H4K20me1.narrowPeak.gz
1858	HepG2_Hepatocellular_Carcinoma	DNase		DNase	Roadmap Epigenomics	E118-DNase.narrowPeak.gz
1859	HepG2_Hepatocellular_Carcinoma	H2A.Z		Histone	Roadmap Epigenomics	E118-H2A.Z.narrowPeak.gz
1860	HepG2_Hepatocellular_Carcinoma	H3K27ac		Histone	Roadmap Epigenomics	E118-H3K27ac.narrowPeak.gz
1861	HepG2_Hepatocellular_Carcinoma	H3K27me3		Histone	Roadmap Epigenomics	E118-H3K27me3.narrowPeak.gz
1862	HepG2_Hepatocellular_Carcinoma	H3K36me3		Histone	Roadmap Epigenomics	E118-H3K36me3.narrowPeak.gz
1863	HepG2_Hepatocellular_Carcinoma	H3K4me1		Histone	Roadmap Epigenomics	E118-H3K4me1.narrowPeak.gz
1864	HepG2_Hepatocellular_Carcinoma	H3K4me2		Histone	Roadmap Epigenomics	E118-H3K4me2.narrowPeak.gz
1865	HepG2_Hepatocellular_Carcinoma	H3K4me3		Histone	Roadmap Epigenomics	E118-H3K4me3.narrowPeak.gz
1866	HepG2_Hepatocellular_Carcinoma	H3K79me2		Histone	Roadmap Epigenomics	E118-H3K79me2.narrowPeak.gz
1867	HepG2_Hepatocellular_Carcinoma	H3K9ac		Histone	Roadmap Epigenomics	E118-H3K9ac.narrowPeak.gz
1868	HepG2_Hepatocellular_Carcinoma	H3K9me3		Histone	Roadmap Epigenomics	E118-H3K9me3.narrowPeak.gz
1869	HepG2_Hepatocellular_Carcinoma	H4K20me1		Histone	Roadmap Epigenomics	E118-H4K20me1.narrowPeak.gz
1870	HMEC_Mammary_Epithelial	DNase		DNase	Roadmap Epigenomics	E119-DNase.narrowPeak.gz
1871	HMEC_Mammary_Epithelial	H2A.Z		Histone	Roadmap Epigenomics	E119-H2A.Z.narrowPeak.gz
1872	HMEC_Mammary_Epithelial	H3K27ac		Histone	Roadmap Epigenomics	E119-H3K27ac.narrowPeak.gz
1873	HMEC_Mammary_Epithelial	H3K27me3		Histone	Roadmap Epigenomics	E119-H3K27me3.narrowPeak.gz
1874	HMEC_Mammary_Epithelial	H3K36me3		Histone	Roadmap Epigenomics	E119-H3K36me3.narrowPeak.gz
1875	HMEC_Mammary_Epithelial	H3K4me1		Histone	Roadmap Epigenomics	E119-H3K4me1.narrowPeak.gz
1876	HMEC_Mammary_Epithelial	H3K4me2		Histone	Roadmap Epigenomics	E119-H3K4me2.narrowPeak.gz
1877	HMEC_Mammary_Epithelial	H3K4me3		Histone	Roadmap Epigenomics	E119-H3K4me3.narrowPeak.gz
1878	HMEC_Mammary_Epithelial	H3K79me2		Histone	Roadmap Epigenomics	E119-H3K79me2.narrowPeak.gz
1879	HMEC_Mammary_Epithelial	H3K9ac		Histone	Roadmap Epigenomics	E119-H3K9ac.narrowPeak.gz
1880	HMEC_Mammary_Epithelial	H3K9me3		Histone	Roadmap Epigenomics	E119-H3K9me3.narrowPeak.gz
1881	HMEC_Mammary_Epithelial	H4K20me1		Histone	Roadmap Epigenomics	E119-H4K20me1.narrowPeak.gz
1882	HSMM_Skeletal_Muscle_Myoblasts	DNase		DNase	Roadmap Epigenomics	E120-DNase.narrowPeak.gz
1883	HSMM_Skeletal_Muscle_Myoblasts	H2A.Z		Histone	Roadmap Epigenomics	E120-H2A.Z.narrowPeak.gz
1884	HSMM_Skeletal_Muscle_Myoblasts	H3K27ac		Histone	Roadmap Epigenomics	E120-H3K27ac.narrowPeak.gz
1885	HSMM_Skeletal_Muscle_Myoblasts	H3K27me3		Histone	Roadmap Epigenomics	E120-H3K27me3.narrowPeak.gz
1886	HSMM_Skeletal_Muscle_Myoblasts	H3K36me3		Histone	Roadmap Epigenomics	E120-H3K36me3.narrowPeak.gz
1887	HSMM_Skeletal_Muscle_Myoblasts	H3K4me1		Histone	Roadmap Epigenomics	E120-H3K4me1.narrowPeak.gz
1888	HSMM_Skeletal_Muscle_Myoblasts	H3K4me2		Histone	Roadmap Epigenomics	E120-H3K4me2.narrowPeak.gz
1889	HSMM_Skeletal_Muscle_Myoblasts	H3K4me3		Histone	Roadmap Epigenomics	E120-H3K4me3.narrowPeak.gz
1890	HSMM_Skeletal_Muscle_Myoblasts	H3K79me2		Histone	Roadmap Epigenomics	E120-H3K79me2.narrowPeak.gz
1891	HSMM_Skeletal_Muscle_Myoblasts	H3K9ac		Histone	Roadmap Epigenomics	E120-H3K9ac.narrowPeak.gz
1892	HSMM_Skeletal_Muscle_Myoblasts	H3K9me3		Histone	Roadmap Epigenomics	E120-H3K9me3.narrowPeak.gz
1893	HSMM_Skeletal_Muscle_Myoblasts	H4K20me1		Histone	Roadmap Epigenomics	E120-H4K20me1.narrowPeak.gz
1894	HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM	DNase		DNase	Roadmap Epigenomics	E121-DNase.narrowPeak.gz
1895	HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM	H2A.Z		Histone	Roadmap Epigenomics	E121-H2A.Z.narrowPeak.gz
1896	HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM	H3K27ac		Histone	Roadmap Epigenomics	E121-H3K27ac.narrowPeak.gz
1897	HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM	H3K27me3		Histone	Roadmap Epigenomics	E121-H3K27me3.narrowPeak.gz
1898	HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM	H3K36me3		Histone	Roadmap Epigenomics	E121-H3K36me3.narrowPeak.gz
1899	HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM	H3K4me1		Histone	Roadmap Epigenomics	E121-H3K4me1.narrowPeak.gz
1900	HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM	H3K4me2		Histone	Roadmap Epigenomics	E121-H3K4me2.narrowPeak.gz
1901	HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM	H3K4me3		Histone	Roadmap Epigenomics	E121-H3K4me3.narrowPeak.gz
1902	HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM	H3K79me2		Histone	Roadmap Epigenomics	E121-H3K79me2.narrowPeak.gz
1903	HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM	H3K9ac		Histone	Roadmap Epigenomics	E121-H3K9ac.narrowPeak.gz
1904	HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM	H3K9me3		Histone	Roadmap Epigenomics	E121-H3K9me3.narrowPeak.gz
1905	HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM	H4K20me1		Histone	Roadmap Epigenomics	E121-H4K20me1.narrowPeak.gz
1906	HUVEC_Umbilical_Vein_Endothelial_Cells	DNase		DNase	Roadmap Epigenomics	E122-DNase.narrowPeak.gz
1907	HUVEC_Umbilical_Vein_Endothelial_Cells	H2A.Z		Histone	Roadmap Epigenomics	E122-H2A.Z.narrowPeak.gz
1908	HUVEC_Umbilical_Vein_Endothelial_Cells	H3K27ac		Histone	Roadmap Epigenomics	E122-H3K27ac.narrowPeak.gz
1909	HUVEC_Umbilical_Vein_Endothelial_Cells	H3K27me3		Histone	Roadmap Epigenomics	E122-H3K27me3.narrowPeak.gz
1910	HUVEC_Umbilical_Vein_Endothelial_Cells	H3K36me3		Histone	Roadmap Epigenomics	E122-H3K36me3.narrowPeak.gz
1911	HUVEC_Umbilical_Vein_Endothelial_Cells	H3K4me1		Histone	Roadmap Epigenomics	E122-H3K4me1.narrowPeak.gz
1912	HUVEC_Umbilical_Vein_Endothelial_Cells	H3K4me2		Histone	Roadmap Epigenomics	E122-H3K4me2.narrowPeak.gz
1913	HUVEC_Umbilical_Vein_Endothelial_Cells	H3K4me3		Histone	Roadmap Epigenomics	E122-H3K4me3.narrowPeak.gz
1914	HUVEC_Umbilical_Vein_Endothelial_Cells	H3K79me2		Histone	Roadmap Epigenomics	E122-H3K79me2.narrowPeak.gz
1915	HUVEC_Umbilical_Vein_Endothelial_Cells	H3K9ac		Histone	Roadmap Epigenomics	E122-H3K9ac.narrowPeak.gz
1916	HUVEC_Umbilical_Vein_Endothelial_Cells	H3K9me1		Histone	Roadmap Epigenomics	E122-H3K9me1.narrowPeak.gz
1917	HUVEC_Umbilical_Vein_Endothelial_Cells	H3K9me3		Histone	Roadmap Epigenomics	E122-H3K9me3.narrowPeak.gz
1918	HUVEC_Umbilical_Vein_Endothelial_Cells	H4K20me1		Histone	Roadmap Epigenomics	E122-H4K20me1.narrowPeak.gz
1919	K562	DNase		DNase	Roadmap Epigenomics	E123-DNase.narrowPeak.gz
1920	K562	H2A.Z		Histone	Roadmap Epigenomics	E123-H2A.Z.narrowPeak.gz
1921	K562	H3K27ac		Histone	Roadmap Epigenomics	E123-H3K27ac.narrowPeak.gz
1922	K562	H3K27me3		Histone	Roadmap Epigenomics	E123-H3K27me3.narrowPeak.gz
1923	K562	H3K36me3		Histone	Roadmap Epigenomics	E123-H3K36me3.narrowPeak.gz
1924	K562	H3K4me1		Histone	Roadmap Epigenomics	E123-H3K4me1.narrowPeak.gz
1925	K562	H3K4me2		Histone	Roadmap Epigenomics	E123-H3K4me2.narrowPeak.gz
1926	K562	H3K4me3		Histone	Roadmap Epigenomics	E123-H3K4me3.narrowPeak.gz
1927	K562	H3K79me2		Histone	Roadmap Epigenomics	E123-H3K79me2.narrowPeak.gz
1928	K562	H3K9ac		Histone	Roadmap Epigenomics	E123-H3K9ac.narrowPeak.gz
1929	K562	H3K9me1		Histone	Roadmap Epigenomics	E123-H3K9me1.narrowPeak.gz
1930	K562	H3K9me3		Histone	Roadmap Epigenomics	E123-H3K9me3.narrowPeak.gz
1931	K562	H4K20me1		Histone	Roadmap Epigenomics	E123-H4K20me1.narrowPeak.gz
1932	Monocytes-CD14+_RO01746	DNase		DNase	Roadmap Epigenomics	E124-DNase.narrowPeak.gz
1933	Monocytes-CD14+_RO01746	H2A.Z		Histone	Roadmap Epigenomics	E124-H2A.Z.narrowPeak.gz
1934	Monocytes-CD14+_RO01746	H3K27ac		Histone	Roadmap Epigenomics	E124-H3K27ac.narrowPeak.gz
1935	Monocytes-CD14+_RO01746	H3K27me3		Histone	Roadmap Epigenomics	E124-H3K27me3.narrowPeak.gz
1936	Monocytes-CD14+_RO01746	H3K36me3		Histone	Roadmap Epigenomics	E124-H3K36me3.narrowPeak.gz
1937	Monocytes-CD14+_RO01746	H3K4me1		Histone	Roadmap Epigenomics	E124-H3K4me1.narrowPeak.gz
1938	Monocytes-CD14+_RO01746	H3K4me2		Histone	Roadmap Epigenomics	E124-H3K4me2.narrowPeak.gz
1939	Monocytes-CD14+_RO01746	H3K4me3		Histone	Roadmap Epigenomics	E124-H3K4me3.narrowPeak.gz
1940	Monocytes-CD14+_RO01746	H3K79me2		Histone	Roadmap Epigenomics	E124-H3K79me2.narrowPeak.gz
1941	Monocytes-CD14+_RO01746	H3K9ac		Histone	Roadmap Epigenomics	E124-H3K9ac.narrowPeak.gz
1942	Monocytes-CD14+_RO01746	H3K9me3		Histone	Roadmap Epigenomics	E124-H3K9me3.narrowPeak.gz
1943	Monocytes-CD14+_RO01746	H4K20me1		Histone	Roadmap Epigenomics	E124-H4K20me1.narrowPeak.gz
1944	NH_A_Astrocytes	DNase		DNase	Roadmap Epigenomics	E125-DNase.narrowPeak.gz
1945	NH_A_Astrocytes	H2A.Z		Histone	Roadmap Epigenomics	E125-H2A.Z.narrowPeak.gz
1946	NH_A_Astrocytes	H3K27ac		Histone	Roadmap Epigenomics	E125-H3K27ac.narrowPeak.gz
1947	NH_A_Astrocytes	H3K27me3		Histone	Roadmap Epigenomics	E125-H3K27me3.narrowPeak.gz
1948	NH_A_Astrocytes	H3K36me3		Histone	Roadmap Epigenomics	E125-H3K36me3.narrowPeak.gz
1949	NH_A_Astrocytes	H3K4me1		Histone	Roadmap Epigenomics	E125-H3K4me1.narrowPeak.gz
1950	NH_A_Astrocytes	H3K4me2		Histone	Roadmap Epigenomics	E125-H3K4me2.narrowPeak.gz
1951	NH_A_Astrocytes	H3K4me3		Histone	Roadmap Epigenomics	E125-H3K4me3.narrowPeak.gz
1952	NH_A_Astrocytes	H3K79me2		Histone	Roadmap Epigenomics	E125-H3K79me2.narrowPeak.gz
1953	NH_A_Astrocytes	H3K9ac		Histone	Roadmap Epigenomics	E125-H3K9ac.narrowPeak.gz
1954	NH_A_Astrocytes	H3K9me3		Histone	Roadmap Epigenomics	E125-H3K9me3.narrowPeak.gz
1955	NH_A_Astrocytes	H4K20me1		Histone	Roadmap Epigenomics	E125-H4K20me1.narrowPeak.gz
1956	NHDF_Ad_Adult_Dermal_Fibroblasts	DNase		DNase	Roadmap Epigenomics	E126-DNase.narrowPeak.gz
1957	NHDF_Ad_Adult_Dermal_Fibroblasts	H2A.Z		Histone	Roadmap Epigenomics	E126-H2A.Z.narrowPeak.gz
1958	NHDF_Ad_Adult_Dermal_Fibroblasts	H3K27ac		Histone	Roadmap Epigenomics	E126-H3K27ac.narrowPeak.gz
1959	NHDF_Ad_Adult_Dermal_Fibroblasts	H3K27me3		Histone	Roadmap Epigenomics	E126-H3K27me3.narrowPeak.gz
1960	NHDF_Ad_Adult_Dermal_Fibroblasts	H3K36me3		Histone	Roadmap Epigenomics	E126-H3K36me3.narrowPeak.gz
1961	NHDF_Ad_Adult_Dermal_Fibroblasts	H3K4me1		Histone	Roadmap Epigenomics	E126-H3K4me1.narrowPeak.gz
1962	NHDF_Ad_Adult_Dermal_Fibroblasts	H3K4me2		Histone	Roadmap Epigenomics	E126-H3K4me2.narrowPeak.gz
1963	NHDF_Ad_Adult_Dermal_Fibroblasts	H3K4me3		Histone	Roadmap Epigenomics	E126-H3K4me3.narrowPeak.gz
1964	NHDF_Ad_Adult_Dermal_Fibroblasts	H3K79me2		Histone	Roadmap Epigenomics	E126-H3K79me2.narrowPeak.gz
